Body,Head,Head Coverage,Standard Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional Variable
?a  patientDrug  Vinorelbine  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.571429,0.571429,44,77,77,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.545455,0.545455,66,121,121,?a
?a  hasGender  Female  ?a  hasStage  IV   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.4,0.4,22,55,55,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.034091,1,1,33,33,33,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.444444,0.444444,44,99,99,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Pemetrexed  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasBiomarker  ALK_Positive  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Nintedanib  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasStage  IIA  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasAgeCategory  Young  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.5,0.5,77,154,154,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.5,0.5,66,132,132,?a
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.6,0.6,33,55,55,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Negative,0.090909,0.615385,0.615385,88,143,143,?a
?a  patientDrug  Other  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Gemcitabine  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.6,0.6,99,165,165,?a
?a  patientDrug  Other  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.090909,0.615385,0.615385,88,143,143,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.75,0.75,33,44,44,?a
?a  hasGender  Male  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Other  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IIIB  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.5,0.5,44,88,88,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.090909,0.727273,0.727273,88,121,121,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.538462,0.538462,77,143,143,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.045455,1,1,44,44,44,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVA   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.642857,0.642857,99,154,154,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.7,0.7,77,110,110,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.833333,0.833333,55,66,66,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.6,0.6,33,55,55,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Durvalumab   ,?a  hasBiomarker  EGFR_Negative,0.011364,0.5,0.5,11,22,22,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.011364,0.5,0.5,11,22,22,?a
?a  hasAgeCategory  Old  ?a  hasStage  IIIA   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.4,0.4,22,55,55,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.4,0.4,22,55,55,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.6,0.6,66,110,110,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.666667,0.666667,44,66,66,?a
?a  treatmentType  Immunotherapy  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.125,0.5,0.5,121,242,242,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Negative,0.090909,0.615385,0.615385,88,143,143,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.045455,1,1,44,44,44,?a
?a  hasAgeCategory  Old  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.714286,0.714286,55,77,77,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  No_Progression   ,?a  hasBiomarker  EGFR_Negative,0.011364,0.5,0.5,11,22,22,?a
?a  treatmentType  Immunotherapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.75,0.75,66,88,88,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  hasStage  IV  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.045455,1,1,44,44,44,?a
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  hasRelapse_Progression  Progression  ?a  hasRelapse_Progression  Relapse   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  hasAgeCategory  Old  ?a  hasRelapse_Progression  Relapse   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  MET_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasAgeCategory  Old  ?a  hasStage  IIA   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Lorlatinib  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  hasStage  IIA  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.022727,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  patientDrug  Paclitaxel  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.8,0.8,44,55,55,?a
?a  patientDrug  Docetaxel  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.625,0.625,55,88,88,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasRelapse_Progression  No_Progression  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.022727,1,1,22,22,22,?a
?a  hasStage  IIA  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasStage  IIIA  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Surgery   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasBiomarker  KRAS_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.063492,0.8,0.8,88,110,110,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  patientDrug  Brigatinib  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Alectinib  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasGender  Female  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.063492,0.8,0.8,88,110,110,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.039683,0.714286,0.714286,55,77,77,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pemetrexed,0.055556,0.875,0.875,77,88,88,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  patientDrug  Docetaxel  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Placebo%20Controlled%20Study   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Other  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Docetaxel  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  patientDrug  Daratumumab  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Durvalumab  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.011364,1,1,11,11,11,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.031746,0.8,0.8,44,55,55,?a
?a  hasGender  Female  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.031746,0.8,0.8,44,55,55,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.031746,0.8,0.8,44,55,55,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Surgery   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Pemetrexed,0.031746,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Open_Surgical_Procedure   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.087302,0.733333,0.733333,121,165,165,?a
?a  hasStage  IVB  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.039683,0.833333,0.833333,55,66,66,?a
?a  patientDrug  Osimertinib  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.031746,0.8,0.8,44,55,55,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  hasStage  IVA  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.007937,0.5,0.5,11,22,22,?a
?a  hasStage  IIIB  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Erlotinib  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Gefitinib  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Nintedanib  ?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IVB  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasStage  IVB  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  hasStage  IV  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVB   ,?a  patientDrug  Pemetrexed,0.047619,1,1,66,66,66,?a
?a  hasGender  Male  ?a  hasStage  IVB   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  hasGender  Female  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.015873,0.666667,0.666667,22,33,33,?a
?a  hasAgeCategory  Old  ?a  hasStage  IVB   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasStage  IVB  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Pemetrexed,0.047619,0.857143,0.857143,66,77,77,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Pemetrexed,0.015873,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasBiomarker  ALK_Negative  ?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.02381,1,1,33,33,33,?a
?a  hasStage  IV  ?a  patientDrug  Lorlatinib   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Brigatinib   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  hasStage  IV  ?a  patientDrug  Alectinib   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Pemetrexed,0.015873,1,1,22,22,22,?a
?a  hasStage  IV  ?a  patientDrug  Docetaxel   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Nintedanib   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Daratumumab   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.02381,0.75,0.75,33,44,44,?a
?a  hasAgeCategory  Old  ?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.031746,0.8,0.8,44,55,55,?a
?a  patientDrug  Afatinib  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Pemetrexed,0.007937,1,1,11,11,11,?a
?a  hasStage  IV  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Pemetrexed,0.031746,0.666667,0.666667,44,66,66,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  EGFR_Positive   ,?a  patientDrug  Pemetrexed,0.055556,0.7,0.7,77,110,110,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.015873,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Pemetrexed,0.047619,0.666667,0.666667,66,99,99,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Pemetrexed,0.015873,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Pemetrexed,0.071429,0.692308,0.692308,99,143,143,?a
?a  hasBiomarker  ALK_Negative  ?a  hasGender  Male   ,?a  patientDrug  Pemetrexed,0.047619,0.666667,0.666667,66,99,99,?a
